"project","organization","location","latitude","longitude","buffer_radius_m","date_detected","field_of_view","scientific_name","common_name","species_rank","species_class","age_class","sex","number_individuals","id_by","daily_weather_station_nm","daily_weather_station_elevation","daily_weather_station_distance","daily_min_temp","daily_max_temp","daily_mean_temp","daily_total_rain_mm","daily_total_snow_cm","daily_precipitation_mm","daily_snow_on_ground_cm","hourly_weather_station_nm","hourly_weather_station_elevation","hourly_weather_station_distance","hourly_temp","hourly_dew_point","hourly_rel_humidity","hourly_precipitation_mm","hourly_wind_direction","hourly_wind_speed","hourly_visibility_km","hourly_station_pressure","hourly_humidex","hourly_wind_chill","hourly_weather_attributes","camera_make","camera_model","serial_number","image_comments","tag_comments"
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-03-08 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-29.5,-16,-22.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-22.6,-26.7,70,NA,27,3,NA,101.69,NA,-25,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-03-09 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-29.6,-11.9,-20.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-22.6,-26.5,72,NA,5,5,NA,101.01,NA,-27,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-03-10 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-29.7,-12.5,-21.1,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-20.2,-22.6,81,NA,35,4,NA,100.81,NA,-24,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-03-11 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-18.6,-11.6,-15.1,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-14.8,-17.4,81,NA,23,9,NA,99.35,NA,-21,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-03-12 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-21.2,-18.9,-20.1,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-20.6,-24.6,71,NA,28,24,NA,101.88,NA,-32,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-03-13 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-26.4,-19.7,-23.1,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-22.8,-26.3,73,NA,35,4,NA,102.79,NA,-27,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-03-14 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-26.2,-20.7,-23.5,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-22.2,-24.9,79,NA,35,4,NA,101.06,NA,-26,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-03-15 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-27.8,-19.3,-23.6,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-21.4,-24.8,75,NA,19,9,NA,99.66,NA,-28,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-03-16 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-33.3,-17.4,-25.4,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-25.1,-27.8,79,NA,31,1,NA,100.48,NA,-26,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-03-17 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-30.8,-13.3,-22.1,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-24.9,-27.7,78,NA,33,5,NA,100.17,NA,-30,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-03-18 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-25,-15.6,-20.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-18.5,-21.8,76,NA,2,4,NA,99.56,NA,-22,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-03-19 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-24.6,-18.7,-21.7,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-22.1,-26,71,NA,25,20,NA,100.71,NA,-33,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-03-20 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-31.9,-18.6,-25.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-23.8,-27.4,73,NA,30,4,NA,101.25,NA,-28,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-03-21 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-33.4,-15.3,-24.4,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-23.4,-26.5,76,NA,29,3,NA,101.2,NA,-26,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-03-22 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-31.1,-16.2,-23.7,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-22.5,-28.7,58,NA,8,7,NA,101.94,NA,-29,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-06-11 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",13.7,24.4,19.1,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",20.6,6,38,NA,22,13,NA,100.13,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-06-12 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",10.2,15.7,13,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",11.8,11.2,96,NA,36,9,NA,99.56,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-06-13 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",8.5,10.9,9.7,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",9.5,7.9,90,NA,26,21,NA,99.69,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-06-14 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",7.8,16.9,12.4,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",11.1,7.3,77,NA,32,13,NA,100.7,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-03-30 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-17.8,-11.3,-14.6,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-15.3,-18.3,78,NA,5,11,NA,99.98,NA,-22,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-03-31 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-19.1,-13.2,-16.2,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-17.3,-21.1,72,NA,6,17,NA,99.82,NA,-26,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-01 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-20.3,-14.3,-17.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-18,-22.4,69,NA,35,9,NA,100.14,NA,-24,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-02 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-23.3,-13.1,-18.2,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-20.3,-25.4,64,NA,27,5,NA,100.98,NA,-25,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-03 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-25.8,-8.9,-17.4,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-15.7,-21.9,59,NA,6,8,NA,100.45,NA,-21,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-04 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-16.1,-2,-9.1,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-10.6,-14.7,72,NA,33,7,NA,99.74,NA,-15,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-05 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-19.3,-0.2,-9.8,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-14.8,-21.3,58,NA,30,19,NA,100.59,NA,-24,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-06 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-29.7,-13.3,-21.5,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-18.7,-25,58,NA,32,5,NA,101.53,NA,-23,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-07 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-26,-12.7,-19.4,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-17.8,-24.7,56,NA,26,3,NA,101.61,NA,-20,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-08 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-29.7,-9.4,-19.6,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-12.6,-21.7,47,NA,9,20,NA,100.4,NA,-21,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-09 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-22.9,-15.9,-19.4,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-19.1,-23.8,67,NA,24,16,NA,101.59,NA,-28,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-10 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-25.9,-20.3,-23.1,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-22,-26.6,66,NA,25,8,NA,102.24,NA,-29,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-11 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-29.2,-10.8,-20,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-16.6,-25.9,45,NA,16,12,NA,102.19,NA,-24,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-12 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-18,-1.4,-9.7,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-9.8,-19,47,NA,8,12,NA,100.9,NA,-16,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-13 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-13.7,8.6,-2.6,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",1.8,-11.1,38,NA,10,8,NA,100.98,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-14 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-10.5,8.8,-0.9,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",3.8,-8.8,39,NA,8,13,NA,101.17,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-15 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-6.8,9.9,1.6,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",3.6,-3.2,61,NA,25,7,40,101.29,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-16 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-6.3,9,1.4,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",4.1,-2.1,64,NA,31,5,NA,102.23,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-17 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-1.8,8.3,3.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",5.1,-3.5,54,NA,25,14,NA,102.62,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-18 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-5,9.7,2.4,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",6.5,-4.3,46,NA,33,4,NA,102.76,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-19 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-4,12.2,4.1,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",6.9,-4.1,45,NA,32,5,NA,101.45,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-20 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-6,6.3,0.2,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-0.1,-5.2,69,NA,34,14,NA,101.23,NA,-4,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-21 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-10.3,-0.6,-5.5,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-3.1,-11.2,54,NA,29,23,NA,102.01,NA,-10,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-22 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-12.8,-1.9,-7.4,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-5.9,-12.7,59,NA,26,14,NA,101.98,NA,-11,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-23 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-17.2,0.8,-8.2,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-3.5,-13.4,46,NA,29,5,NA,101.53,NA,-6,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-24 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-9.8,5.7,-2.1,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",1.6,-10.2,41,NA,35,4,NA,100.83,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-25 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-7,2.1,-2.5,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",0.3,-9.6,48,NA,33,18,NA,100.23,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-26 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-13.4,-7,-10.2,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-9.6,-18.9,47,NA,9,13,NA,101.49,NA,-16,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-27 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-19.1,-1.4,-10.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-7.5,-21.1,33,NA,25,5,NA,101.53,NA,-10,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-28 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-7.9,2.1,-2.9,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",-1,-8.1,59,NA,9,13,NA,100.91,NA,-5,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-29 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-10,6.7,-1.7,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",1.4,-9.1,46,NA,10,14,NA,99.67,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-04-30 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-6.2,7.6,0.7,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",2.1,-7.2,50,NA,32,9,NA,99.24,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-05-01 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-6.3,4.5,-0.9,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",3.6,-3.8,58,NA,25,22,NA,100.44,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-05-02 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-1.4,5.8,2.2,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",1.6,-3.5,69,NA,25,3,NA,101.33,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-05-03 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-1.9,4.2,1.2,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",3.3,-2.2,67,NA,35,14,NA,100.81,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-05-04 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-6,6.6,0.3,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",3.6,-6.8,47,NA,33,6,NA,101.09,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
"Tuyeta Biodiversity Project","NWTBM","TUY-RRP-004-15",66.018672,-129.261333,NA," 2021-05-05 12:00:00","WITHIN","NONE","NONE","VNA","NONE","VNA","VNA","VNA","Laura Nicole Stewart","FORT GOOD HOPE A","81.40m","37km",-3.5,8.6,2.6,NA,NA,NA,NA,"FORT GOOD HOPE A","81.40m","37km",5.8,-4.8,47,NA,4,12,NA,101.33,NA,NA,NA,"RECONYX","HF2 PRO COVERT","HLPXGM10051805","",""
